Turbine ID,Project State,Project Name,Year Online,Number of Project Turbines,Average Turbine Capacity,Turbine Manufacturer,Turbine Model,Total Rated Capacity,Hub Height,Total Height
3104039,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104007,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104005,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104003,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104049,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3093352,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104023,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103973,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104045,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104010,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104011,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104048,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103994,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104055,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104016,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103978,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104021,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104036,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104043,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103980,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103986,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104067,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104006,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104044,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104050,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104061,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103984,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103990,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104032,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104009,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104028,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104065,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104042,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103982,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104057,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104026,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104051,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104012,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104004,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104027,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104001,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104060,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104013,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104029,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103977,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103985,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104069,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104015,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104053,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103996,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104030,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103997,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104056,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104034,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104064,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103974,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103983,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104037,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104054,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104017,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104022,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104020,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103989,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104059,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104019,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104014,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103976,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103999,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104066,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104062,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103987,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103981,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103995,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104018,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3104025,IA,Crystal Lake I,2008,100,150,GE Wind,GE1.5-91,1500,80,125.6
3103894,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103917,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103915,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103905,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103899,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103929,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103952,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103910,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103934,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103935,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103946,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103965,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103925,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103966,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103909,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103945,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103948,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103944,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103968,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103912,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103900,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.3-116,2300,80,138.1
3103901,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103918,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103931,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103933,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103969,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103908,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103943,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103957,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103916,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.3-116,2300,80,138.1
3103937,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103938,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103970,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103928,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103967,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103922,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103921,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.3-116,2300,80,138.1
3103897,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103951,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.3-116,2300,80,138.1
3103896,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103962,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103939,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103964,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.3-116,2300,80,138.1
3103919,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103930,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103959,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103904,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103941,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103949,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103936,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103947,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103932,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103942,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103898,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103895,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103903,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103961,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103927,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103914,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103950,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103913,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103940,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103907,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103955,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103960,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103902,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103911,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103956,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103920,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.3-116,2300,80,138.1
3103963,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103958,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103924,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103906,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103926,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103953,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3103923,IA,Crystal Lake II,2008,79,196.5,GE Wind,GE2.5-116,2500,80,138.1
3121744,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121711,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121742,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121730,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121716,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121736,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121701,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121743,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121724,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121734,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121745,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121705,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121715,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121737,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121759,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121709,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121718,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121753,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121755,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121728,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121712,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121703,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121707,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121729,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121739,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121749,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121710,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121704,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121733,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121761,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121757,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121706,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121766,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121756,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121758,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121721,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121765,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121708,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121738,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121750,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121717,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121751,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121752,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121722,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121731,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121714,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121719,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121713,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121727,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121764,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121746,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121720,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121725,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121763,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121740,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121760,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121702,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121741,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121735,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121748,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121762,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121732,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121747,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121726,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3121754,SD,Day County Wind Project,2010,66,105.6,GE Wind,GE1.6-91,1600,80,125.6
3090995,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090988,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086796,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3088522,TX,Desert Sky,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
3087086,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086991,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3088520,TX,Desert Sky,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
3090985,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086637,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3088183,TX,Desert Sky,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
3086734,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090981,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090999,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086994,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086642,TX,Desert Sky,2001,107,160.5,GE Wind,GE1.5-70.5,1500,65,100.3
3086696,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086629,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086953,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091003,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084974,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085305,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085352,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084583,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086769,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091002,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090996,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091006,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084589,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086829,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090991,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084967,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091001,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090997,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084434,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090990,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085642,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090982,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090983,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090993,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084415,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3087153,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086894,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090992,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086755,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091005,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085777,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3087111,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086623,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085452,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085188,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3087078,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091004,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086920,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086615,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090987,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090986,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086639,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086778,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3087144,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084399,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091000,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086760,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090994,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086770,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091008,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090998,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091009,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3090989,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3084375,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091007,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085267,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3091085,TX,Desert Sky,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
3085684,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3085289,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086816,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3086995,TX,Desert Sky,2001,86,129,GE Wind,GE1.5-82.5,1500,65,106.4
3088521,TX,Desert Sky Repower,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
3088524,TX,Desert Sky Repower,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
3088523,TX,Desert Sky Repower,2001,21,38.67,GE Wind,GE1.85-87.5,1850,80,123.7
